encounter_id,dbscan,kmeans
48393894,6,1
48395808,5,1
48396702,7,1
48398502,7,1
48398544,4,0
48399012,4,0
48399048,5,0
48399342,5,0
48401442,7,1
48405582,6,1
48406434,6,2
48406878,7,2
48407112,4,0
48407466,4,0
48407688,6,2
48408846,5,1
48408912,2,0
48408960,7,2
48409266,6,2
48410052,7,2
48410334,8,2
48420804,7,2
48427752,7,1
48445158,6,1
48474840,7,2
48484326,8,1
48494022,7,2
48494070,5,0
48499116,8,2
48499194,4,0
48500034,4,0
48501198,8,2
48501822,7,2
48502026,7,1
48502758,6,2
48505734,4,0
48505854,8,2
48508590,4,0
48509118,7,2
48509718,5,1
48512214,5,0
48512946,7,2
48513912,7,2
48513924,5,1
48513960,6,2
48525402,5,0
48525468,6,1
48525978,5,0
48527274,6,2
48540156,7,2
48577794,5,0
48582588,8,2
48588204,6,1
48602376,6,2
48618090,7,2
48618780,6,2
48619230,5,0
48628260,5,1
48634122,4,0
48634170,6,2
48634674,7,2
48641562,8,2
48643620,4,0
48646842,9,2
48647712,8,2
48647730,5,0
48648786,7,2
48654636,2,0
48654972,5,0
48655122,6,1
48655230,7,2
48655272,5,0
48661584,7,2
48692646,4,0
48702192,6,1
48714498,5,0
48715776,7,1
48722304,5,1
48730092,6,1
48735684,5,0
48737472,7,1
48738840,8,2
48738948,5,0
48738960,6,2
48739158,9,1
48739254,7,1
48739644,7,2
48742716,3,0
48743070,7,1
48744360,4,0
48746064,6,1
48748542,8,2
48749496,3,0
48750834,6,2
48753036,4,0
48754338,6,2
48755598,5,0
48759750,7,1
48764400,6,2
48765708,7,2
48767220,4,0
48768528,4,0
48768564,7,1
48769980,7,1
48771108,6,2
48771342,4,0
48775134,3,0
48776778,7,2
48776892,4,0
48777210,8,2
48777294,7,2
48777894,6,2
48779130,7,1
48779268,6,2
48779742,5,0
48780090,4,0
48780792,6,2
48781440,8,2
48782760,7,2
48782988,4,0
48783834,6,2
48785964,7,1
48786438,6,2
48786708,6,2
48786780,3,0
48787542,5,1
48789744,7,1
48790476,5,0
48791016,7,2
48791304,7,2
48792252,7,1
48794784,8,2
48794886,6,1
48795030,7,2
48795402,6,1
48795570,4,0
48797232,5,0
48797460,6,2
48800058,4,1
48800112,7,2
48800220,6,2
48802764,4,0
48805494,3,0
48805548,6,1
48820590,7,1
48824694,6,2
48835518,7,2
48847032,6,2
48854250,5,0
48858486,8,2
48859956,8,2
48864804,7,2
48867096,1,0
48877428,7,2
48883278,7,2
48886122,6,2
48891156,8,1
48899526,3,0
48900774,3,0
48901866,9,1
48907710,8,2
48913446,4,1
48919140,6,2
48919674,6,2
48920034,1,0
48920994,5,0
48921036,7,2
48921432,6,1
48921660,4,0
48922164,7,2
48924114,5,0
48925980,7,1
48926004,7,2
48926496,7,2
48926544,6,2
48927012,2,0
48928530,5,0
48929082,6,1
48929196,5,1
48933408,8,2
48935964,5,0
48969120,7,2
48979836,7,1
48981666,3,0
48982050,5,0
48984210,8,2
49010286,4,0
49014930,-1,2
49015320,4,0
49021422,6,2
49027770,5,0
49028520,4,0
49029066,7,1
49032180,7,2
49036482,6,1
49036680,7,2
49036824,6,1
49039368,6,1
49039650,6,2
49039740,6,2
49039776,5,1
49040196,5,1
49040832,8,1
49042752,6,1
49043430,5,0
49044162,7,2
49046700,6,1
49048554,4,0
49049064,7,1
49049148,7,1
49052856,5,1
49056594,1,0
49072992,5,1
49078956,7,1
49080522,8,1
49085052,6,2
49087650,3,1
49097772,8,2
49101480,7,1
49105476,6,2
49106322,4,0
49111098,7,2
49117818,7,2
49127526,6,2
49138008,4,0
49143672,5,0
49144170,7,2
49147080,5,0
49154340,5,0
49157118,5,1
49157712,6,2
49158186,6,1
49160844,7,2
49165416,8,2
49166862,5,1
49167462,7,2
49167510,7,2
49168086,6,1
49170528,3,0
49170942,5,1
49172562,7,2
49174416,5,0
49176954,6,2
49192872,5,0
49202232,7,1
49208280,8,1
49209498,6,2
49213704,7,2
49215876,3,0
49216632,4,0
49217808,8,2
49221174,3,0
49222776,6,2
49222938,5,1
49223490,6,2
49223976,5,0
49226010,5,0
49234392,6,1
49239744,8,2
49254936,4,0
49257498,8,2
49261368,5,0
49261548,5,0
49261788,5,0
49266132,4,0
49267818,5,0
49268172,4,0
49268982,6,1
49269582,8,2
49270314,7,2
49272030,4,0
49272780,8,1
49275252,1,0
49276122,5,1
49276470,6,2
49276758,6,2
49276794,8,2
49278294,5,0
49278528,4,0
49280292,7,2
49280502,8,2
49282248,5,1
49282374,5,0
49282392,6,1
49295928,7,1
49305762,4,1
49306014,4,0
49327686,7,2
49335384,7,2
49337304,6,2
49345062,4,0
49345440,7,2
49348794,5,0
49350066,7,2
49362792,7,2
49369422,7,2
49370904,7,2
49373766,7,2
49374042,7,1
49377996,8,2
49378242,2,0
49380714,8,2
49380762,3,0
49383468,7,2
49386846,6,2
49388376,7,2
49389066,5,0
49389720,4,0
49390296,8,1
49395984,6,2
49397922,6,2
49401912,6,2
49403196,5,0
49404624,2,0
49409754,3,0
49412370,6,2
49412904,5,0
49413462,5,1
49415718,7,2
49417008,8,1
49417080,4,0
49418646,7,2
49418748,4,0
49419096,8,2
49419516,4,0
49420032,7,2
49420344,8,2
49426368,7,2
49427832,5,0
49429188,5,1
49429344,7,1
49433436,6,2
49434018,7,2
49435572,5,1
49436502,6,1
49438788,5,0
49440858,4,0
49441698,7,1
49444776,5,0
49444938,4,0
49448490,7,1
49452456,5,1
49471992,7,2
49473390,5,0
49480428,6,2
49489572,6,2
49493058,8,2
49504512,4,0
49507806,7,2
49531572,8,2
49532370,8,2
49534284,7,1
49543134,5,0
49544292,5,0
49545240,7,2
49546698,7,1
49548114,4,0
49548642,8,2
49553148,6,2
49553250,5,0
49556142,7,2
49557336,4,0
49557444,7,2
49558632,5,0
49558698,3,0
49561062,6,1
49564518,8,2
49564668,7,2
49565298,4,0
49580142,6,2
49596894,7,2
49597686,5,2
49604418,8,2
49614144,6,2
49629468,8,2
49630974,5,0
49633338,4,0
49638150,5,0
49645260,6,1
49651290,4,0
49656192,7,2
49659984,4,0
49662696,7,1
49666488,8,2
49666776,7,1
49667592,5,0
49668552,8,1
49673052,7,2
49673406,7,2
49675296,4,0
49676964,6,1
49683462,5,0
49683816,5,0
49684674,3,0
49685292,7,2
49687170,7,2
49688424,7,2
49688556,7,2
49689348,6,2
49689564,8,2
49690674,7,2
49692204,4,1
49693668,6,1
49694076,7,2
49695084,5,1
49697544,7,2
49698120,5,0
49698138,5,1
49698258,6,2
49702686,7,2
49714194,6,2
49718916,5,1
49722576,6,2
49734750,4,0
49747134,3,0
49751964,8,2
49755774,7,1
49776840,6,1
49776936,3,0
49793076,9,2
49795602,3,0
49795812,5,0
49798158,6,2
49799394,6,2
49800144,7,1
49800648,5,0
49801092,3,0
49801842,7,2
49806792,8,1
49807746,6,1
49807908,5,0
49808766,8,2
49811358,7,2
49811364,6,2
49811970,7,2
49812744,7,1
49813632,2,0
49821888,7,1
49827366,5,0
49828002,7,1
49834500,7,2
49843344,7,2
49844730,8,1
49855242,7,2
49865448,6,1
49867860,5,1
49871802,8,2
49878636,5,0
49882548,6,2
49883274,4,1
49888086,4,0
49892016,5,0
49892598,6,2
49893834,7,2
49894596,7,1
49895508,7,2
49896054,5,0
49896834,7,1
49898274,7,1
49900806,6,2
49904316,3,0
49904418,3,0
49907886,6,1
49911648,6,1
49919712,6,2
49920570,6,2
49925556,8,1
49929738,7,2
49932162,7,1
49932180,5,1
49940256,6,1
49947720,4,1
49949964,7,2
49952340,7,2
49956606,6,2
49959636,4,1
49969098,7,2
49970688,4,0
49973454,8,2
49975620,6,2
49977972,6,1
49982304,7,1
49984644,7,2
49985112,7,2
49985394,8,2
49985760,5,0
49985862,6,2
49989084,3,0
49989372,4,0
49997982,7,1
50000970,7,1
50002170,4,0
50002434,5,1
50005188,1,0
50006700,8,2
50011002,4,0
50012364,7,1
50012562,1,0
50012724,7,2
50013852,5,0
50015472,9,2
50016666,7,1
50021160,6,1
50025948,4,0
50027160,6,2
50029104,7,1
50030070,8,2
50030412,7,2
50030526,8,2
50032956,5,0
50033292,7,2
50034072,6,2
50036238,7,2
50036580,6,2
50038548,4,0
50038674,8,2
50040840,5,0
50040852,4,0
50043546,6,2
50044206,4,0
50044362,6,1
50048052,6,1
50050638,7,1
50061972,6,1
50064336,5,1
50065650,6,1
50067018,5,1
50067168,7,1
50088336,9,2
50089968,4,0
50098026,4,0
50110476,7,2
50134614,6,2
50138142,7,2
50139828,5,0
50143368,4,0
50143650,6,1
50149926,7,2
50153820,5,0
50154174,7,2
50154354,7,2
50157030,8,2
50159694,6,2
50163282,8,1
50166126,6,2
50166240,6,2
50166414,8,1
50168214,7,1
50170320,8,1
50171172,6,2
50171586,4,1
50173206,7,2
50177382,3,0
50177574,7,2
50177598,4,1
50177784,4,0
50177916,6,2
50181078,5,0
50190072,6,1
50197254,7,2
50199210,5,1
50221440,7,1
50222496,5,0
50230524,7,1
50239416,7,2
50250318,5,0
50269416,6,1
50269662,6,2
50270034,6,2
50271252,6,2
50274324,7,2
50277438,5,0
50279910,4,0
50281458,6,2
50281614,8,2
50282280,6,2
50282514,5,0
50282808,5,0
50287164,8,2
50287920,8,2
50291052,6,2
50291562,4,1
50294532,6,2
50296056,5,0
50300100,4,0
50302056,7,1
50302188,7,1
50302224,5,1
50302488,7,2
50306322,7,1
50309538,6,2
50320500,7,1
50332464,8,2
50342928,6,1
50349186,6,2
50353260,7,1
50353314,8,1
50354880,8,2
50361864,4,1
50377932,7,2
50379828,7,1
50384496,5,1
50387892,7,1
50389536,4,0
50390214,6,1
50397036,8,2
50398668,8,2
50398854,8,2
50399502,7,1
50399676,4,0
50399898,7,2
50403732,5,0
50404590,8,1
50404608,5,0
50406096,7,2
50406678,6,2
50406708,7,1
50407170,4,0
50407200,7,2
50419362,7,1
50433756,5,0
50435142,6,2
50436450,3,0
50437128,7,1
50445582,1,0
50445636,6,1
50449056,7,2
50449926,6,1
50450766,5,0
50454660,7,2
50455278,4,1
50456358,7,2
50457468,7,2
50458542,7,2
50459352,5,0
50460468,7,2
50461170,7,2
50463444,7,2
50465070,6,2
50465208,6,2
50465472,2,0
50468448,2,0
50470404,2,1
50471754,6,1
50474700,5,0
50479116,6,2
50480016,1,0
50492412,6,1
50500332,6,2
50502726,3,0
50502948,8,2
50514186,8,2
50518512,5,0
50519208,8,1
50525262,7,2
50526894,7,1
50527110,6,2
50527296,7,2
50531742,8,2
50532828,6,2
50533368,5,0
50534310,9,1
50535258,2,0
50535792,6,2
50536476,5,0
50536596,4,1
50538744,2,0
50538750,8,2
50539164,5,0
50543484,6,1
50543958,7,2
50544132,6,1
50544738,7,2
50545008,8,2
50549106,8,2
50549778,2,0
50554440,4,0
50558106,4,0
50563152,0,0
50564142,8,2
50564172,8,2
50568420,5,0
50568612,6,1
50570136,6,2
50570394,7,1
50570580,8,2
50571306,7,2
50571510,8,1
50573172,8,1
50573808,7,2
50575356,4,0
50577678,6,2
50578368,2,0
50580366,7,2
50583684,3,0
50584014,5,0
50584362,0,0
50585454,6,2
50585868,2,0
50586390,7,2
50588532,7,2
50588940,5,0
50590920,8,2
50591166,9,2
50591520,2,0
50592468,7,2
50593434,5,0
50593782,8,2
50595534,5,1
50596662,7,2
50597190,4,0
50597244,7,1
50597580,6,1
50598300,4,0
50598834,3,0
50599572,5,0
50599584,4,0
50599590,4,0
50599740,6,1
50600376,6,2
50603838,5,1
50604438,8,1
50608248,4,0
50627928,7,1
50653362,5,1
50660802,7,2
50664396,4,0
50668044,4,0
50677416,8,2
50683080,6,2
50683836,6,2
50692650,4,1
50694894,1,0
50695986,7,2
50707140,5,0
50710872,7,2
50710908,6,2
50711184,5,1
50711280,7,1
50712228,6,2
50713962,5,0
50716464,7,2
50719782,7,1
50721720,4,0
50726160,4,0
50727834,4,0
50728194,6,1
50728266,3,0
50728500,6,2
50732832,8,1
50748576,4,0
50756208,8,1
50759808,5,0
50763444,7,1
50764056,8,1
50781078,4,0
50789076,5,0
50802804,4,0
50810394,7,2
50818140,5,1
50818218,6,1
50819970,8,1
50823180,4,0
50828358,9,1
50829558,7,2
50830782,7,1
50834814,7,2
50835450,7,2
50835822,6,2
50837814,6,1
50840328,7,1
50841630,6,1
50844510,7,2
50844552,7,2
50844936,6,2
50849394,7,1
50849400,5,1
50849460,5,0
50850114,6,2
50852088,6,2
50852940,7,2
50873532,1,0
50900964,6,2
50903034,6,2
50904696,6,1
50905206,7,2
50905428,2,0
50913672,5,0
50915502,8,2
50917740,8,2
50929032,8,1
50932812,5,0
50933088,6,2
50933370,7,2
50933910,7,1
50937096,5,0
50938200,5,0
50942748,8,2
50943708,7,1
50943846,6,2
50944116,6,2
50944446,8,2
50949522,6,2
50951292,5,1
50955666,5,0
50956032,3,0
50956290,4,0
50956950,7,2
50960184,2,0
50961840,5,0
50963316,9,2
50963748,7,2
50963838,2,0
50963940,6,2
50963952,6,2
50964162,6,2
50964216,3,1
50964246,8,2
50965038,7,1
50967696,7,1
50968734,8,2
50977992,8,2
51005568,2,0
51024528,5,0
51031182,7,2
51032436,8,1
51050322,7,2
51051000,4,0
51051258,8,1
51051990,7,2
51055350,1,0
51057018,5,0
51057210,7,1
51059628,3,0
51059736,5,1
51061776,6,2
51061860,8,2
51063666,6,2
51064350,6,2
51065040,5,0
51073650,8,2
51077550,5,0
51077898,6,2
51078108,5,0
51078438,7,2
51079206,5,0
51079296,4,0
51079380,6,1
51079464,7,1
51080112,5,0
51087966,4,0
51092640,5,0
51115356,8,2
51115374,4,0
51125622,4,0
51132186,3,0
51147000,7,2
51153570,4,0
51155652,3,0
51162546,6,1
51167118,4,0
51167142,9,2
51167718,5,1
51168030,3,0
51171624,9,2
51172458,7,2
51172704,6,2
51173184,6,2
51174210,7,2
51174984,7,2
51176736,8,1
51179358,5,0
51180060,5,0
51181722,5,0
51181932,6,1
51182244,5,0
51190272,7,2
51190782,6,2
51191652,6,2
51191910,6,1
51192210,7,2
51203130,4,0
51203250,5,0
51206592,6,2
51210678,6,2
51213678,7,2
51213996,5,0
51218334,3,0
51223284,4,0
51223410,5,0
51223464,4,0
51224628,7,2
51224892,5,0
51225348,6,1
51225522,5,0
51226458,4,0
51226872,8,2
51227034,6,2
51227382,4,0
51227760,8,2
51227988,4,0
51228522,8,2
51229446,7,1
51229698,5,0
51233652,8,2
51234984,6,2
51235644,7,2
51237018,7,2
51238596,4,1
51240258,7,2
51241050,8,2
51241260,8,2
51241896,5,0
51242442,5,0
51242760,6,2
51242910,6,2
51242958,6,2
51243822,7,2
51243930,6,2
51244020,5,0
51249366,4,0
51261060,5,1
51261576,5,1
51270180,7,2
51284730,5,0
51302280,4,0
51303180,7,1
51303486,6,2
51311094,6,1
51319770,5,0
51329358,8,2
51330336,4,0
51332322,5,1
51336582,5,0
51339618,7,2
51344538,7,2
51359070,7,2
51360132,7,2
51360222,7,2
51360480,3,0
51360714,4,0
51360894,2,0
51361050,4,1
51363420,7,1
51363732,5,0
51364032,9,2
51364362,6,2
51364992,6,2
51365760,8,2
51366714,4,0
51366996,2,0
51370164,7,1
51370386,1,0
51375834,3,0
51375840,6,2
51376236,4,0
51376446,8,1
51376668,7,2
51376866,6,1
51376896,5,1
51376950,5,1
51377046,7,1
51377580,5,0
51381024,6,1
51381840,8,1
51384126,7,1
51391644,2,1
51396222,7,1
51401034,7,2
51424584,6,2
51431532,7,1
51433158,6,2
51438030,8,2
51446850,6,1
51447768,7,1
51448944,5,1
51451902,8,2
51454206,5,1
51470088,8,2
51475764,8,1
51479904,6,2
51481608,6,2
51482052,4,0
51482544,5,0
51486498,6,2
51486546,4,0
51486780,6,1
51487440,6,1
51489078,2,0
51490764,6,1
51491430,7,1
51492786,5,0
51495768,2,0
51496524,5,1
51496896,2,0
51497706,7,2
51497802,7,2
51497838,7,1
51497856,7,1
51497874,2,0
51509796,6,1
51511644,6,1
51551058,8,2
51551082,6,2
51552672,6,1
51565494,8,2
51574464,7,2
51577362,6,2
51580110,8,1
51580722,6,1
51584712,5,0
51589152,8,2
51590226,7,2
51599514,7,2
51604626,4,0
51604746,7,2
51605112,5,0
51605508,6,1
51606750,8,2
51609534,6,2
51609678,6,2
51610500,4,0
51611586,7,1
51611754,8,1
51611922,7,2
51617892,7,2
51618114,5,0
51618444,6,1
51618774,4,1
51618792,4,0
51640056,5,0
51640164,8,2
51649188,8,1
51672066,8,1
51676152,4,0
51688518,7,1
51695664,7,2
51699204,5,1
51700332,2,0
51702834,4,0
51709212,5,0
51711972,5,0
51712740,5,1
51712932,5,1
51717282,4,0
51719094,6,1
51719202,4,0
51719484,8,2
51719976,4,0
51722388,4,0
51724710,3,0
51725166,6,1
51725802,6,2
51728670,1,0
51729714,6,2
51731412,6,1
51733062,6,1
51734778,8,2
51735216,6,1
51736674,7,2
51736788,5,0
51738510,4,0
51738882,7,1
51739350,6,1
51739368,5,1
51739482,2,0
51748704,5,0
51749238,5,1
51755370,6,2
51769728,8,2
51777810,3,0
51785958,7,2
51790074,6,2
51792150,6,1
51794670,7,1
51803826,8,1
51811650,6,2
51812316,7,1
51817656,5,0
51818646,5,0
51818886,7,1
51823824,7,2
51827100,8,1
51828156,6,2
51830034,4,0
51834210,6,2
51834312,6,2
51838206,8,1
51842604,7,2
51843012,4,0
51843984,8,2
51844074,6,1
51844428,4,0
51845316,6,2
51846768,4,0
51847572,7,2
51853776,8,1
51859908,5,0
51860214,4,1
51861426,5,0
51864162,7,2
51864534,4,1
51865104,8,2
51865368,7,2
51865620,8,2
51866928,6,1
51868152,6,2
51870018,6,1
51870480,7,2
51870726,6,2
51870732,6,2
51871164,5,0
51872652,4,0
51873534,5,0
51875802,7,2
51875856,5,0
51877896,7,2
51878580,7,2
51878700,7,2
51881604,8,2
51882000,6,2
51882660,8,1
51883632,6,2
51885336,8,1
51885918,5,0
51886290,7,2
51886308,7,2
51886470,8,2
51886944,3,0
51887808,8,1
51888690,7,1
51892926,7,1
51893526,6,2
51893706,5,0
51894438,8,1
51897714,3,1
51898590,7,1
51898956,7,1
51903714,4,1
51931266,5,0
51934968,3,0
51935598,7,2
51949254,7,1
51958560,4,0
51973338,4,0
51978372,8,1
51978570,7,2
51983496,3,0
51987048,6,1
51988692,4,0
51992646,7,1
51997380,5,0
51998238,5,0
51998454,9,1
51999078,6,2
51999162,4,1
51999168,8,1
52000956,6,2
52006908,5,0
52007634,6,1
52008120,5,1
52008414,4,0
52008906,8,1
52009152,6,2
52009434,5,1
52009764,5,0
52009806,4,1
52012104,6,2
52012890,5,0
52013742,7,2
52013766,7,2
52014780,8,1
52015818,6,2
52017324,7,2
52022220,6,2
52023414,5,1
52026030,5,0
52032654,4,1
52033350,7,2
52036296,6,2
52038300,3,0
52077348,8,2
52078146,6,1
52078836,5,1
52087242,5,0
52089360,7,1
52096284,6,2
52097004,5,0
52104942,1,0
52107936,9,1
52109658,5,0
52114968,3,0
52120116,6,2
52122588,6,1
52125378,5,1
52126722,6,1
52130106,4,1
52130958,6,2
52130982,5,0
52131174,6,2
52133388,6,1
52134678,5,1
52134894,2,0
52136754,6,1
52137438,3,0
52137576,6,2
52139130,6,1
52139154,8,2
52139178,7,1
52140534,6,1
52152402,5,0
52153068,6,2
52155870,5,0
52172682,5,0
52175022,5,0
52180086,4,1
52183800,7,2
52188564,6,2
52190166,6,2
52191114,2,0
52204590,7,2
52206558,7,2
52220736,7,2
52222236,5,0
52229898,7,2
52229964,3,0
52234866,5,1
52235076,4,0
52236912,6,1
52238586,8,1
52239762,7,1
52240068,6,2
52241946,2,0
52241988,8,1
52242792,6,1
52244166,5,0
52244904,6,2
52246416,5,1
52246542,5,0
52247304,9,2
52247418,5,0
52248954,8,2
52251120,7,2
52253070,4,1
52253118,6,2
52253142,7,2
52253196,5,1
52254414,7,2
52261512,7,2
52262484,9,2
52266132,5,1
52271586,8,2
52273458,7,1
52275630,6,1
52278216,1,0
52298178,7,2
52300950,6,2
52314912,7,2
52317696,5,0
52334148,7,2
52335906,6,1
52339968,5,0
52343802,5,1
52344600,5,0
52344870,0,0
52346112,7,2
52346688,4,0
52347408,7,1
52347906,5,0
52354152,5,0
52355118,7,1
52355370,6,1
52355826,7,2
52356906,6,2
52357872,7,2
52357962,5,0
52359948,3,0
52362852,4,0
52362888,6,2
52364892,7,2
52365444,6,2
52365486,5,0
52365720,6,1
52369356,4,0
52370310,8,2
52382328,8,1
52396530,8,1
52403868,5,0
52404222,6,2
52417146,3,0
52419054,8,2
52420116,5,1
52420512,5,0
52421814,7,1
52424184,5,1
52426578,8,2
52435116,8,2
52439256,7,1
52444296,8,2
52447374,5,0
52448280,7,2
52450350,6,2
52450812,6,2
52451406,8,2
52452078,4,0
52454088,8,2
52456842,5,0
52458036,7,1
52459542,5,0
52461570,5,0
52461822,8,2
52462770,7,2
52463028,7,1
52466394,7,2
52467396,4,0
52467762,6,2
52468944,7,2
52469730,6,2
52473810,5,0
52476768,7,2
52476996,6,2
52481862,7,2
52482174,7,2
52484172,8,1
52486422,4,0
52487658,7,2
52488354,7,2
52489770,5,0
52491270,5,0
52491642,5,0
52491708,6,2
52491720,7,1
52492572,7,1
52492716,8,1
52492770,6,1
52493706,8,1
52493898,7,2
52493922,6,2
52494180,6,2
52494648,5,0
52498062,7,2
52499400,8,2
52499430,6,2
52499616,5,0
52501350,8,2
52503870,8,2
52505784,4,1
52508724,7,2
52509252,7,2
52513098,4,0
52519662,5,1
52520682,7,1
52524672,7,1
52525620,8,2
52550412,5,1
52553898,4,0
52554402,5,0
52559574,6,2
52561602,8,1
52563732,7,2
52564776,5,1
52564782,4,0
52565808,8,2
52566012,7,2
52575036,7,1
52575312,7,2
52575504,5,0
52579650,5,0
52583982,6,2
52584894,7,1
52587078,6,1
52587780,7,2
52595742,2,0
52596252,6,2
52596840,4,0
52597272,5,0
52598544,5,0
52602810,4,1
52603146,6,2
52604550,8,2
52610064,5,1
52610268,7,2
52616826,7,2
52618998,7,2
52648560,4,0
52652304,4,0
52655862,8,1
52661520,8,2
52664616,6,1
52665228,7,1
52670112,8,2
52674126,7,2
52674132,7,1
52680864,7,1
52684422,7,2
52684920,6,2
52685088,7,1
52692360,1,0
52695030,5,0
52696968,9,2
52698924,4,0
52700454,7,2
52700616,6,2
52700622,6,1
52700790,4,0
52701030,-1,2
52701966,7,2
52702488,5,0
52706406,4,0
52707150,6,2
52730538,6,2
52736322,7,2
52739052,6,1
52740240,5,0
52751562,4,0
52752324,8,2
52756392,4,0
52756638,8,2
52759518,4,0
52759830,5,0
52760154,5,0
52762848,4,0
52766922,8,2
52770540,5,0
52771434,7,2
52775904,2,0
52778520,7,2
52782336,7,2
52782342,5,0
52791426,5,0
52795746,6,1
52801044,7,1
52801974,0,0
52802100,2,0
52804266,6,2
52806048,6,1
52806270,7,2
52808304,5,0
52810134,5,0
52811844,5,0
52812786,4,0
52826868,8,1
52836138,5,1
52847928,5,1
52849956,5,0
52856346,7,2
52859106,4,0
52860384,6,2
52860444,6,2
52860636,8,2
52861206,6,1
52871118,5,0
52876662,7,1
52887996,6,2
52895562,8,2
52897884,7,2
52898250,7,1
52898640,8,2
52899660,7,2
52900650,5,1
52901784,4,0
52903338,7,2
52903848,5,1
52908084,6,2
52908240,5,0
52909380,6,1
52909668,7,1
52911780,7,1
52911798,6,2
52913160,4,0
52913664,5,0
52917420,2,0
52929174,3,0
52939350,6,2
52944306,8,2
52946460,8,2
52950744,8,2
52959342,7,2
52960428,7,1
52967682,5,1
52972932,5,0
52976058,7,2
52976586,4,0
52977900,4,1
52980060,7,2
52980294,8,2
52983768,9,2
52987284,5,0
52988796,7,1
52992930,2,0
52994730,8,1
52997178,4,0
52997202,7,2
52998432,8,2
52999410,6,2
53000718,7,1
53001822,7,2
53003022,7,1
53003448,8,2
53008044,5,0
53010696,7,2
53013012,7,2
53013714,2,0
53014428,2,0
53016618,7,2
53016948,5,0
53018154,7,2
53018664,5,0
53021202,6,2
53021982,5,0
53022366,5,0
53022444,4,0
53022474,6,2
53023944,7,2
53025258,4,1
53025912,8,2
53026128,5,0
53027274,7,2
53027460,7,2
53029998,4,0
53030400,5,0
53032158,5,0
53035470,2,0
53036220,7,1
53036796,7,2
53038680,7,2
53040618,6,2
53041734,6,2
53043516,6,1
53045484,5,0
53046264,7,2
53046516,6,2
53046564,6,2
53047440,2,0
53047446,6,2
53049300,4,0
53050764,7,1
53051154,5,0
53051478,7,2
53053626,6,2
53053698,7,2
53055198,7,2
53080326,8,2
53083098,3,0
53083386,5,0
53085336,5,1
53086206,8,1
53088498,6,1
53090850,6,2
53091414,4,0
53093892,6,2
53094960,6,2
53095134,6,2
53096022,7,2
53103612,6,1
53103900,7,2
53103990,3,0
53108196,5,0
53108658,7,1
53111436,7,2
53112222,7,2
53112828,2,0
53113104,7,2
53113974,6,2
53116038,5,0
53119194,7,2
53124120,7,2
53130270,7,1
53130498,4,0
53134644,6,2
53134974,6,1
53135208,6,2
53136870,7,1
53138046,8,2
53143056,4,0
53143140,5,1
53143944,6,2
53144028,7,1
53144298,4,0
53145084,6,2
53146050,6,2
53146122,7,2
53167488,7,1
53181372,8,2
53182542,7,2
53183832,8,2
53195376,2,0
53201478,8,2
53202264,2,1
53202720,8,2
53209230,7,2
53213508,5,0
53213514,6,1
53216556,7,2
53220570,5,1
53220864,6,2
53224254,7,2
53226024,4,0
53227320,7,2
53231454,7,2
53231952,6,1
53231988,6,2
53238060,7,2
53238930,8,2
53241072,8,2
53243628,5,0
53244132,6,2
53244918,3,0
53244936,6,1
53247810,7,1
53250774,5,0
53251716,8,1
53268816,8,2
53274210,5,0
53284032,6,2
53293200,7,2
53293716,7,2
53300106,6,1
53307240,6,1
53310108,7,2
53312706,8,2
53321796,7,2
53326488,6,1
53327814,4,0
53328786,7,2
53329986,7,2
53333052,4,0
53334390,5,0
53335068,4,0
53336304,5,0
53340282,7,2
53340414,6,2
53340918,6,1
53340924,5,0
53341056,6,1
53354448,4,0
53364426,6,1
53371458,5,0
53376612,9,2
53383524,8,2
53386224,5,0
53388444,4,0
53393712,7,2
53400306,9,2
53402070,8,1
53405562,5,0
53405706,8,1
53406546,8,2
53408358,4,0
53409666,5,1
53410014,8,2
53410512,5,0
53413002,6,1
53420406,7,2
53422212,7,2
53424708,7,2
53426646,7,2
53434146,8,2
53434638,8,2
53440782,7,2
53442858,6,2
53444610,8,2
53445798,7,2
53452110,3,0
53454726,8,2
53455476,7,1
53457792,4,0
53458050,5,0
53458356,6,2
53458614,6,1
53458626,8,2
53460012,6,2
53461188,4,0
53461986,5,0
53464602,7,2
53465100,7,1
53465814,7,1
53468418,7,2
53468994,3,0
53470398,7,2
53474388,6,2
53474466,5,0
53474730,8,2
53474766,8,1
53475270,4,0
53476662,4,0
53476674,5,0
53476812,8,1
53476962,5,0
53479074,6,2
53479398,7,2
53479494,6,1
53479698,7,1
53481216,5,0
53481312,5,1
53482494,2,0
53484066,6,1
53487168,6,1
53489574,5,1
53498412,6,1
53502408,6,2
53503734,6,2
53506074,1,0
53519280,3,0
53523636,7,2
53525520,6,1
53532396,5,0
53545092,5,0
53548410,4,0
53549862,7,2
53551386,7,1
53555652,5,0
53559240,1,0
53559774,7,2
53560866,6,1
53566038,7,1
53566290,4,0
53567742,6,1
53567916,5,0
53568414,4,0
53568690,9,2
53569506,5,0
53569512,6,2
53570550,3,0
53570718,3,0
53570796,4,0
53570982,3,0
53571078,9,2
53580072,7,2
53581308,7,2
53583264,8,2
53585550,2,0
53597622,7,1
53598720,3,0
53606880,4,0
53617644,4,0
53619816,5,0
53621718,7,2
53621976,3,0
53626350,8,1
53627262,6,2
53634606,5,0
53635500,6,2
53635764,8,2
53641056,7,2
53642370,8,2
53642406,3,0
